id_client,recency,frequency,CA,R_score,F_score,M_score,RFM_score,Segment,CanalAcquisition,Recurrent,profit
C0331,16,15,2332.07,3,4,4,11,VIP,Google Ads,1,518.364
C0332,16,18,3617.0865,3,4,4,11,VIP,Instagram Ads,1,890.2925
C0333,8,14,4237.3768,4,4,4,12,VIP,Instagram Ads,1,1085.5708000000002
C0334,8,17,3474.6138,4,4,4,12,VIP,Email,1,922.6878000000002
C0335,2,11,2542.6812,4,4,4,12,VIP,Instagram Ads,1,729.7212
C0336,7,17,6638.8756,4,4,4,12,VIP,Google Ads,1,1934.9816000000003
C0337,4,18,4247.7403,4,4,4,12,VIP,Google Ads,1,1211.7243
C0338,4,13,2989.2118,4,4,4,12,VIP,Instagram Ads,1,754.4238
C0339,1,16,3740.4906,4,4,4,12,VIP,Instagram Ads,1,1097.5206000000003
C0340,10,19,4694.0243,4,4,4,12,VIP,Google Ads,1,1358.4043000000001
C0341,13,11,3744.3512,3,4,4,11,VIP,Instagram Ads,1,1274.9932
C0342,18,8,3080.7073,3,4,4,11,VIP,Instagram Ads,1,974.0613
C0343,16,12,3503.0002999999997,3,4,4,11,VIP,Email,1,950.5443000000001
C0344,9,23,4275.9906,4,4,4,12,VIP,Instagram Ads,1,1030.1646
C0345,23,12,3124.9182,3,4,4,11,VIP,Instagram Ads,1,921.4042000000001
C0346,29,12,3085.6225,3,4,4,11,VIP,Influenceur,1,861.8065
C0347,3,20,4794.5428999999995,4,4,4,12,VIP,Email,1,1330.2449000000001
C0348,1,15,7804.2065,4,4,4,12,VIP,Instagram Ads,1,2107.1965000000005
C0349,4,23,5885.409799999999,4,4,4,12,VIP,Google Ads,1,1645.7038
C0350,32,17,5553.1116999999995,3,4,4,11,VIP,Influenceur,1,1791.7837
C0351,11,13,6523.7305,4,4,4,12,VIP,Instagram Ads,1,2039.6865
C0352,8,13,7765.9038,4,4,4,12,VIP,Google Ads,1,2570.3838000000005
C0353,1,22,5303.4014,4,4,4,12,VIP,Google Ads,1,1199.3414
C0354,31,14,5391.0548,3,4,4,11,VIP,Instagram Ads,1,1444.0428000000002
C0355,6,12,2597.884,4,4,4,12,VIP,Influenceur,1,699.424
C0356,9,17,5808.2095,4,4,4,12,VIP,Instagram Ads,1,1661.6415000000002
C0357,4,17,5235.8144,4,4,4,12,VIP,Google Ads,1,1548.1163999999999
C0358,2,9,4924.6101,4,4,4,12,VIP,Instagram Ads,1,1351.8021000000003
C0359,7,15,4068.1461,4,4,4,12,VIP,Instagram Ads,1,1013.4441000000002
C0360,17,11,3933.1225000000004,3,4,4,11,VIP,Influenceur,1,1069.1565
C0361,16,11,3186.2242,3,4,4,11,VIP,Email,1,869.2322000000001
C0362,27,10,3433.3608,3,4,4,11,VIP,Influenceur,1,1035.8068
C0363,32,10,2185.4865999999997,3,4,4,11,VIP,Google Ads,1,405.32860000000005
C0364,1,19,8252.4673,4,4,4,12,VIP,Google Ads,1,2541.4793000000004
C0365,22,14,2139.1491,3,4,4,11,VIP,Instagram Ads,1,532.6671
C0366,45,11,1448.7103,2,4,3,9,Fidèles,Instagram Ads,1,357.2823
C0367,12,18,5037.8181,4,4,4,12,VIP,Influenceur,1,1561.0561000000002
C0368,10,24,4317.6683,4,4,4,12,VIP,Instagram Ads,1,1094.1243
C0369,12,22,7385.9844,4,4,4,12,VIP,Instagram Ads,1,2219.2304000000004
C0370,12,17,3317.6285,4,4,4,12,VIP,Influenceur,1,868.8645000000001
C0371,19,19,6069.5454,3,4,4,11,VIP,Google Ads,1,1747.4514
C0372,4,11,2150.7415,4,4,4,12,VIP,Instagram Ads,1,473.6235000000002
C0373,10,18,3683.3576000000003,4,4,4,12,VIP,Instagram Ads,1,988.7876000000001
C0374,20,11,1610.7912999999999,3,4,3,10,VIP,Influenceur,1,347.0933
C0375,4,15,2390.4025,4,4,4,12,VIP,Influenceur,1,634.0225
C0376,7,14,5261.8575,4,4,4,12,VIP,Email,1,1610.0855000000001
C0377,22,14,3663.1586,3,4,4,11,VIP,Email,1,851.5206000000002
C0378,18,15,3317.7981999999997,3,4,4,11,VIP,Influenceur,1,870.3342
C0379,2,23,7948.451,4,4,4,12,VIP,Influenceur,1,2212.105
C0380,19,17,2582.6647000000003,3,4,4,11,VIP,Instagram Ads,1,460.2607000000002
C0381,8,10,1515.6557,4,4,3,11,VIP,Influenceur,1,428.7377
C0382,8,11,2999.5681,4,4,4,12,VIP,Google Ads,1,803.8260999999999
C0383,2,9,2456.8654,4,4,4,12,VIP,Instagram Ads,1,703.6594
C0384,5,17,6043.4803999999995,4,4,4,12,VIP,Influenceur,1,1667.5844
C0385,6,16,4251.2811,4,4,4,12,VIP,Influenceur,1,1076.8631
C0386,10,11,1491.8410000000001,4,4,3,11,VIP,Google Ads,1,315.32900000000006
C0387,7,16,3613.0669000000003,4,4,4,12,VIP,Email,1,894.2369000000001
C0388,5,14,3222.1389,4,4,4,12,VIP,Google Ads,1,883.1369
C0389,5,18,3744.187,4,4,4,12,VIP,Google Ads,1,1081.7530000000002
C0390,5,15,5902.9234,4,4,4,12,VIP,Email,1,1832.8193999999999
C0391,20,13,4942.0188,3,4,4,11,VIP,Email,1,1511.8448
C0392,4,16,3871.2599,4,4,4,12,VIP,Google Ads,1,1121.5859
C0393,2,20,5779.0664,4,4,4,12,VIP,Instagram Ads,1,1687.2604
C0394,16,15,3370.3383,3,4,4,11,VIP,Influenceur,1,742.5963
C0395,1,12,3199.4407,4,4,4,12,VIP,Email,1,532.5647000000001
C0396,19,19,1583.6083,3,4,3,10,VIP,Instagram Ads,1,257.5323
C0397,9,9,2191.0173,4,4,4,12,VIP,Google Ads,1,540.7613000000001
C0398,60,12,2868.958,2,4,4,10,VIP,Instagram Ads,1,799.5140000000001
C0399,15,19,4144.5265,3,4,4,11,VIP,Instagram Ads,1,1242.4645
C0400,69,4,1288.176,2,3,3,8,Fidèles,Influenceur,1,370.794
C0401,83,2,1039.1336999999999,1,2,3,6,À réactiver,Email,1,390.97569999999996
C0402,148,1,73.9116,1,1,1,3,À réactiver,Email,0,23.569600000000005
C0406,50,3,2291.7785000000003,2,3,4,9,Fidèles,Instagram Ads,1,774.4045000000001
C0408,28,3,1609.1102999999998,3,3,3,9,Fidèles,Email,1,507.73030000000006
C0409,102,1,68.2434,1,1,1,3,À réactiver,Email,0,20.865399999999994
C0410,59,2,994.069,2,2,3,7,À réactiver,Email,1,140.37900000000005
C0411,43,3,105.1386,2,3,1,6,Occasionnels,Google Ads,1,-18.8054
C0412,84,2,1117.9569999999999,1,2,3,6,À réactiver,Instagram Ads,1,412.30300000000005
C0413,16,3,327.42560000000003,3,3,2,8,Fidèles,Email,1,74.7996
C0414,46,1,993.2669999999999,2,1,3,6,À réactiver,Google Ads,0,382.627
C0417,12,3,206.87179999999998,4,3,2,9,Fidèles,Instagram Ads,1,21.46779999999999
C0418,6,2,120.771,4,2,1,7,Occasionnels,Google Ads,1,13.122999999999998
C0419,79,2,233.74480000000003,1,2,2,5,À réactiver,Instagram Ads,1,39.758800000000036
C0420,46,1,104.144,2,1,1,4,À réactiver,Instagram Ads,0,22.884000000000004
C0421,76,1,26.789399999999997,2,1,1,4,À réactiver,Influenceur,0,-2.316600000000001
C0422,57,2,546.0799,2,2,2,6,À réactiver,Influenceur,1,84.69989999999996
C0423,42,1,67.752,2,1,1,4,À réactiver,Influenceur,0,-5.297999999999998
C0424,171,1,16.905,1,1,1,3,À réactiver,Google Ads,0,-9.018999999999998
C0425,28,3,795.1715,3,3,3,9,Fidèles,Email,1,222.37150000000003
C0426,88,1,5.501600000000001,1,1,1,3,À réactiver,Influenceur,0,-17.206400000000002
C0428,11,3,306.5256,4,3,2,9,Fidèles,Influenceur,1,85.61360000000002
C0430,110,2,354.53040000000004,1,2,2,5,À réactiver,Google Ads,1,98.47440000000003
C0431,145,2,127.9922,1,2,1,4,À réactiver,Google Ads,1,17.054199999999998
C0432,95,1,33.6336,1,1,1,3,À réactiver,Google Ads,0,-2.1123999999999974
C0433,56,2,1370.5321,2,2,3,7,À réactiver,Instagram Ads,1,460.5880999999998
C0435,113,1,78.861,1,1,1,3,À réactiver,Google Ads,0,16.450999999999997
C0436,36,2,1608.0045,2,2,3,7,À réactiver,Google Ads,1,622.1105000000001
C0438,8,3,1269.6230999999998,4,3,3,10,VIP,Instagram Ads,1,258.9530999999999
C0439,4,6,1358.4146,4,4,3,11,VIP,Instagram Ads,1,261.9206000000001
C0440,9,3,213.2184,4,3,2,9,Fidèles,Google Ads,1,39.106400000000015
C0441,36,3,1249.0166,2,3,3,8,Fidèles,Instagram Ads,1,228.49059999999992
C0442,124,1,434.99700000000007,1,1,2,4,À réactiver,Email,0,137.4290000000001
C0445,73,1,90.72399999999999,2,1,1,4,À réactiver,Instagram Ads,0,0.13400000000000034
C0446,21,2,168.47820000000002,3,2,2,7,Occasionnels,Instagram Ads,1,26.3822
C0447,62,1,349.812,2,1,2,5,À réactiver,Google Ads,0,104.32400000000001
C0448,66,5,268.36560000000003,2,3,2,7,Occasionnels,Email,1,-12.430399999999985
C0450,59,2,347.0048,2,2,2,6,À réactiver,Instagram Ads,1,95.84279999999998
C0451,10,4,312.835,4,3,2,9,Fidèles,Email,1,28.269000000000005
C0452,30,2,407.80440000000004,3,2,2,7,Occasionnels,Instagram Ads,1,71.50840000000005
C0453,87,2,173.3161,1,2,2,5,À réactiver,Instagram Ads,1,15.878099999999996
C0454,39,2,408.6155,2,2,2,6,À réactiver,Email,1,71.73349999999998
C0455,14,3,800.0782,3,3,3,9,Fidèles,Instagram Ads,1,136.47420000000005
C0457,95,1,148.3383,1,1,1,3,À réactiver,Email,0,31.7263
C0458,68,1,11.8422,2,1,1,4,À réactiver,Google Ads,0,-8.329799999999999
C0459,168,1,811.3572000000001,1,1,3,5,À réactiver,Email,0,274.98120000000006
C0461,42,2,68.5026,2,2,1,5,À réactiver,Google Ads,1,6.618599999999995
C0464,23,2,1900.8845999999999,3,2,3,8,Fidèles,Google Ads,1,641.1786
C0466,76,1,561.8744999999999,2,1,2,5,À réactiver,Email,0,215.44449999999992
C0467,18,2,709.3086,3,2,3,8,Fidèles,Influenceur,1,214.26259999999996
C0468,49,3,610.6126,2,3,3,8,Fidèles,Instagram Ads,1,141.96060000000006
C0469,60,2,1664.6699999999998,2,2,3,7,À réactiver,Google Ads,1,606.42
C0470,9,2,117.70679999999999,4,2,1,7,Occasionnels,Email,1,15.194799999999987
C0473,59,2,582.6986,2,2,2,6,À réactiver,Google Ads,1,142.84860000000003
C0474,75,1,69.3714,2,1,1,4,À réactiver,Instagram Ads,0,4.773399999999999
C0475,21,1,711.62,3,1,3,7,Occasionnels,Influenceur,0,235.91000000000003
C0476,45,5,1739.3031999999998,2,3,3,8,Fidèles,Instagram Ads,1,534.6991999999999
C0477,22,1,87.16099999999999,3,1,1,5,Occasionnels,Instagram Ads,0,12.240999999999993
C0479,56,3,553.6781,2,3,2,7,Occasionnels,Instagram Ads,1,103.2541
C0480,152,2,373.63469999999995,1,2,2,5,À réactiver,Email,1,130.4487
C0481,55,3,1364.261,2,3,3,8,Fidèles,Google Ads,1,483.079
C0482,106,2,391.7976,1,2,2,5,À réactiver,Instagram Ads,1,95.37360000000001
C0483,129,1,51.0082,1,1,1,3,À réactiver,Influenceur,0,-7.799800000000001
C0484,15,3,1373.7621,3,3,3,9,Fidèles,Google Ads,1,453.8040999999999
C0485,1,2,223.2004,4,2,2,8,Fidèles,Instagram Ads,1,38.406400000000005
C0486,78,2,1740.9564,2,2,3,7,À réactiver,Google Ads,1,618.9724
C0487,31,2,1241.1555,3,2,3,8,Fidèles,Email,1,466.16150000000005
C0489,91,1,70.24080000000001,1,1,1,3,À réactiver,Instagram Ads,0,-2.2411999999999903
C0491,2,2,706.5765,4,2,3,9,Fidèles,Email,1,141.1685000000001
C0492,112,2,144.95759999999999,1,2,1,4,À réactiver,Influenceur,1,28.515599999999996
C0493,35,1,665.9516,2,1,3,6,À réactiver,Instagram Ads,0,89.94560000000003
C0495,22,1,38.9205,3,1,1,5,Occasionnels,Email,0,3.780499999999998
C0496,27,3,1039.8272,3,3,3,9,Fidèles,Email,1,334.53319999999997
C0497,52,1,75.7076,2,1,1,4,À réactiver,Email,0,15.573599999999995
C0498,64,1,135.924,2,1,1,4,À réactiver,Email,0,43.604
C0499,27,2,173.6046,3,2,2,7,Occasionnels,Email,1,22.104600000000012
C0500,17,1,344.2023,3,1,2,6,Occasionnels,Influenceur,0,94.21629999999998
C0501,31,3,297.6218,3,3,2,8,Fidèles,Instagram Ads,1,63.1078
C0503,26,7,400.99319999999994,3,4,2,9,Fidèles,Influenceur,1,7.441199999999984
C0505,30,2,713.2198999999999,3,2,3,8,Fidèles,Google Ads,1,241.33190000000002
C0507,149,1,11.043,1,1,1,3,À réactiver,Email,0,-5.348999999999999
C0508,98,3,947.9912999999999,1,3,3,7,Occasionnels,Instagram Ads,1,269.1133
C0509,38,2,190.5589,2,2,2,6,À réactiver,Instagram Ads,1,29.450900000000015
C0510,27,2,1629.9912999999997,3,2,3,8,Fidèles,Instagram Ads,1,531.1432999999998
C0512,134,1,611.532,1,1,3,5,À réactiver,Instagram Ads,0,193.16400000000004
C0517,87,1,43.616,1,1,1,3,À réactiver,Email,0,7.1259999999999994
C0518,17,2,148.93619999999999,3,2,1,6,Occasionnels,Email,1,21.0162
C0519,75,1,253.41680000000002,2,1,2,5,À réactiver,Google Ads,0,77.65880000000003
C0520,13,2,663.486,3,2,3,8,Fidèles,Instagram Ads,1,214.876
C0521,86,1,92.75439999999999,1,1,1,3,À réactiver,Instagram Ads,0,-1.279599999999995
C0522,9,1,219.408,4,1,2,7,Occasionnels,Instagram Ads,0,18.593999999999994
C0523,109,2,123.36,1,2,1,4,À réactiver,Instagram Ads,1,14.518000000000004
C0524,76,5,1212.569,2,3,3,8,Fidèles,Email,1,393.93300000000005
C0525,137,1,63.581599999999995,1,1,1,3,À réactiver,Google Ads,0,10.697599999999998
C0526,28,4,1496.6007,3,3,3,9,Fidèles,Email,1,495.30869999999993
C0527,108,2,398.2732,1,2,2,5,À réactiver,Email,1,139.22320000000002
C0528,53,4,983.0282000000001,2,3,3,8,Fidèles,Instagram Ads,1,299.85620000000006
C0529,126,1,166.8996,1,1,2,4,À réactiver,Influenceur,0,30.145599999999995
C0530,25,2,64.74889999999999,3,2,1,6,Occasionnels,Email,1,10.436899999999998
C0531,29,5,199.5864,3,3,2,8,Fidèles,Email,1,-10.0856
C0532,66,1,107.2455,2,1,1,4,À réactiver,Google Ads,0,26.4715
C0533,112,1,130.3071,1,1,1,3,À réactiver,Influenceur,0,2.209099999999996
C0534,104,2,242.30669999999998,1,2,2,5,À réactiver,Email,1,65.87669999999999
C0535,41,1,41.773,2,1,1,4,À réactiver,Instagram Ads,0,-3.226999999999993
C0539,81,1,665.703,1,1,3,5,À réactiver,Instagram Ads,0,213.26100000000002
C0540,2,1,47.803999999999995,4,1,1,6,Occasionnels,Influenceur,0,-7.288000000000004
C0542,16,2,520.2882,3,2,2,7,Occasionnels,Instagram Ads,1,146.29420000000005
C0543,173,2,137.36700000000002,1,2,1,4,À réactiver,Instagram Ads,1,14.533000000000017
C0544,174,1,294.99029999999993,1,1,2,4,À réactiver,Instagram Ads,0,63.88429999999995
C0546,53,1,100.08,2,1,1,4,À réactiver,Instagram Ads,0,4.896000000000004
C0547,16,1,500.5124,3,1,2,6,Occasionnels,Instagram Ads,0,166.4864
C0548,108,2,1372.4418,1,2,3,6,À réactiver,Instagram Ads,1,346.3657999999999
C0549,40,1,500.0324999999999,2,1,2,5,À réactiver,Instagram Ads,0,171.73249999999996
C0550,133,1,49.509,1,1,1,3,À réactiver,Email,0,13.323
C0552,161,1,77.2464,1,1,1,3,À réactiver,Influenceur,0,10.3004
C0554,63,1,570.5799999999999,2,1,2,5,À réactiver,Google Ads,0,191.68999999999994
C0555,133,1,353.61809999999997,1,1,2,4,À réactiver,Google Ads,0,126.30409999999998
C0556,57,2,93.7274,2,2,1,5,À réactiver,Instagram Ads,1,21.3294
C0557,33,1,34.056,3,1,1,5,Occasionnels,Influenceur,0,-6.904
C0558,36,1,82.7904,2,1,1,4,À réactiver,Google Ads,0,16.232400000000005
C0559,36,5,730.0279,2,3,3,8,Fidèles,Influenceur,1,163.55190000000007
C0560,77,1,1215.7684,2,1,3,6,À réactiver,Google Ads,0,458.57039999999995
C0563,130,3,883.9168999999999,1,3,3,7,Occasionnels,Instagram Ads,1,273.26089999999994
C0564,9,1,190.77519999999998,4,1,2,7,Occasionnels,Instagram Ads,0,32.379200000000004
C0566,8,5,681.8586,4,3,3,10,VIP,Instagram Ads,1,147.82660000000004
C0567,38,2,141.5156,2,2,1,5,À réactiver,Instagram Ads,1,0.5816000000000123
C0568,79,1,924.39,1,1,3,5,À réactiver,Email,0,302.1400000000001
C0569,75,2,184.21620000000001,2,2,2,6,À réactiver,Email,1,29.344200000000008
C0570,20,2,226.42470000000003,3,2,2,7,Occasionnels,Email,1,36.75870000000001
C0571,63,3,1122.7544,2,3,3,8,Fidèles,Google Ads,1,266.2564
C0572,69,3,458.47159999999997,2,3,2,7,Occasionnels,Google Ads,1,136.2116
C0573,32,1,91.5936,3,1,1,5,Occasionnels,Influenceur,0,13.759599999999999
C0574,13,4,2073.5312,3,3,4,10,VIP,Email,1,708.4312
C0577,7,3,1624.5524,4,3,3,10,VIP,Instagram Ads,1,465.9563999999999
C0578,45,4,435.3977,2,3,2,7,Occasionnels,Google Ads,1,70.41370000000002
C0579,88,3,1408.7932,1,3,3,7,Occasionnels,Instagram Ads,1,448.19720000000007
C0583,48,1,64.3746,2,1,1,4,À réactiver,Email,0,18.662600000000005
C0587,21,1,63.86359999999999,3,1,1,5,Occasionnels,Instagram Ads,0,12.629599999999996
C0588,66,2,895.2108999999999,2,2,3,7,À réactiver,Instagram Ads,1,282.75489999999996
C0589,17,5,1572.9167000000002,3,3,3,9,Fidèles,Google Ads,1,359.3387000000001
C0590,6,4,1219.9867,4,3,3,10,VIP,Influenceur,1,406.16670000000005
C0591,140,1,54.1164,1,1,1,3,À réactiver,Instagram Ads,0,-4.761599999999994
C0592,2,4,1694.4075,4,3,3,10,VIP,Instagram Ads,1,397.72950000000003
C0593,98,2,495.25559999999996,1,2,2,5,À réactiver,Influenceur,1,156.51959999999997
C0594,70,2,48.321,2,2,1,5,À réactiver,Instagram Ads,1,-8.423
C0595,39,2,229.5096,2,2,2,6,À réactiver,Google Ads,1,66.44560000000001
C0596,83,2,244.8252,1,2,2,5,À réactiver,Instagram Ads,1,61.923200000000016
C0597,62,4,832.1452,2,3,3,8,Fidèles,Instagram Ads,1,217.1372000000001
C0599,43,1,1420.0095,2,1,3,6,À réactiver,Email,0,479.5095
C0600,59,4,263.4751,2,3,2,7,Occasionnels,Instagram Ads,1,10.76110000000002
C0601,151,1,930.2931000000001,1,1,3,5,À réactiver,Influenceur,0,347.2491000000001
C0602,19,2,110.19800000000001,3,2,1,6,Occasionnels,Instagram Ads,1,13.712000000000005
C0603,6,1,180.97500000000002,4,1,2,7,Occasionnels,Instagram Ads,0,23.46500000000002
C0604,30,2,1217.4281,3,2,3,8,Fidèles,Influenceur,1,451.9801
C0605,28,2,227.5534,3,2,2,7,Occasionnels,Google Ads,1,45.059400000000025
C0606,91,1,118.10399999999998,1,1,1,3,À réactiver,Instagram Ads,0,8.764000000000003
C0607,22,2,116.7632,3,2,1,6,Occasionnels,Instagram Ads,1,20.797199999999997
C0608,108,2,514.4669,1,2,2,5,À réactiver,Instagram Ads,1,84.8109
C0609,17,1,298.45529999999997,3,1,2,6,Occasionnels,Email,0,113.74329999999999
C0611,39,3,1415.6013,2,3,3,8,Fidèles,Email,1,425.5093000000001
C0612,45,1,132.8064,2,1,1,4,À réactiver,Google Ads,0,41.33239999999999
C0613,10,4,744.1509,4,3,3,10,VIP,Influenceur,1,213.7969
C0614,30,3,1099.1502,3,3,3,9,Fidèles,Google Ads,1,224.90620000000007
C0615,152,2,139.338,1,2,1,4,À réactiver,Instagram Ads,1,10.455999999999996
C0617,70,2,120.94799999999998,2,2,1,5,À réactiver,Email,1,15.705999999999992
C0618,48,6,466.5458,2,4,2,8,Fidèles,Instagram Ads,1,77.30980000000002
C0621,61,2,156.86610000000002,2,2,1,5,À réactiver,Influenceur,1,17.366100000000003
C0622,44,1,20.619,2,1,1,4,À réactiver,Email,0,2.052999999999999
C0623,10,3,471.4934,4,3,2,9,Fidèles,Email,1,94.1374
C0624,121,1,47.7628,1,1,1,3,À réactiver,Google Ads,0,3.838799999999999
C0625,4,2,305.5544,4,2,2,8,Fidèles,Google Ads,1,74.56039999999999
C0626,143,1,38.2433,1,1,1,3,À réactiver,Influenceur,0,-8.3687
C0627,93,1,364.6656,1,1,2,4,À réactiver,Email,0,126.21959999999999
C0630,76,1,53.4534,2,1,1,4,À réactiver,Email,0,7.509400000000001
C0631,22,5,1441.9650000000001,3,3,3,9,Fidèles,Instagram Ads,1,379.39300000000014
C0633,114,4,1369.5648,1,3,3,7,Occasionnels,Instagram Ads,1,334.9508
C0634,21,2,76.25699999999999,3,2,1,6,Occasionnels,Email,1,-8.064999999999998
C0635,9,1,154.81619999999998,4,1,1,6,Occasionnels,Email,0,52.99819999999999
C0636,16,1,513.728,3,1,2,6,Occasionnels,Email,0,168.528
C0637,21,1,40.934000000000005,3,1,1,5,Occasionnels,Email,0,5.314000000000005
C0638,94,2,224.29010000000002,1,2,2,5,À réactiver,Google Ads,1,44.04410000000003
C0639,7,2,148.9338,4,2,1,7,Occasionnels,Instagram Ads,1,14.245800000000006
C0640,78,2,127.4708,2,2,1,5,À réactiver,Influenceur,1,18.758800000000008
C0641,24,1,62.0786,3,1,1,5,Occasionnels,Instagram Ads,0,-4.185399999999994
C0642,39,3,3394.6719000000003,2,3,4,9,Fidèles,Instagram Ads,1,1023.2919000000002
C0643,130,3,687.3199999999999,1,3,3,7,Occasionnels,Email,1,219.54999999999998
C0644,178,1,69.0142,1,1,1,3,À réactiver,Google Ads,0,-0.05980000000000274
C0645,6,2,245.57459999999998,4,2,2,8,Fidèles,Instagram Ads,1,31.590600000000002
C0646,113,2,2130.0076,1,2,4,7,À réactiver,Instagram Ads,1,464.3816000000001
C0647,20,2,921.3166000000001,3,2,3,8,Fidèles,Google Ads,1,261.37860000000006
C0648,12,1,215.424,4,1,2,7,Occasionnels,Influenceur,0,53.897999999999996
C0649,89,2,905.8714000000001,1,2,3,6,À réactiver,Instagram Ads,1,267.7814000000001
C0650,21,1,68.3736,3,1,1,5,Occasionnels,Instagram Ads,0,0.7316000000000003
C0651,88,2,886.7212999999999,1,2,3,6,À réactiver,Email,1,208.2133
C0652,164,1,194.83109999999996,1,1,2,4,À réactiver,Instagram Ads,0,14.085099999999976
C0654,37,3,85.47,2,3,1,6,Occasionnels,Influenceur,1,-10.282000000000002
C0655,44,1,167.2233,2,1,2,5,À réactiver,Instagram Ads,0,40.8073
C0656,47,1,266.4426,2,1,2,5,À réactiver,Instagram Ads,0,53.22460000000003
C0657,70,1,391.09289999999993,2,1,2,5,À réactiver,Google Ads,0,127.86489999999995
C0658,10,3,2032.2057,4,3,4,11,VIP,Email,1,461.92170000000004
C0659,16,2,1005.12,3,2,3,8,Fidèles,Instagram Ads,1,288.994
C0661,72,1,90.44099999999999,2,1,1,4,À réactiver,Instagram Ads,0,-2.639000000000003
C0663,39,2,59.942299999999996,2,2,1,5,À réactiver,Influenceur,1,-24.693700000000007
C0664,46,2,448.66670000000005,2,2,2,6,À réactiver,Instagram Ads,1,142.34670000000003
C0665,25,2,196.6497,3,2,2,7,Occasionnels,Email,1,18.81970000000001
C0666,58,1,915.8826,2,1,3,6,À réactiver,Google Ads,0,309.5506
C0667,17,2,108.5694,3,2,1,6,Occasionnels,Instagram Ads,1,7.253399999999996
C0668,5,1,189.4266,4,1,2,7,Occasionnels,Influenceur,0,54.872600000000006
C0669,2,3,489.2475,4,3,2,9,Fidèles,Instagram Ads,1,78.16550000000001
C0670,163,1,68.3136,1,1,1,3,À réactiver,Email,0,21.017599999999995
C0672,102,1,362.0118,1,1,2,4,À réactiver,Influenceur,0,116.6958
C0673,15,1,70.164,3,1,1,5,Occasionnels,Instagram Ads,0,8.858000000000004
C0674,4,2,21.6201,4,2,1,7,Occasionnels,Instagram Ads,1,-20.3639
C0675,117,1,509.34689999999995,1,1,2,4,À réactiver,Instagram Ads,0,58.30289999999998
C0677,8,3,489.3596,4,3,2,9,Fidèles,Instagram Ads,1,123.6696
C0678,1,2,1108.8036000000002,4,2,3,9,Fidèles,Instagram Ads,1,237.44160000000005
C0679,11,1,77.9163,4,1,1,6,Occasionnels,Instagram Ads,0,0.412300000000009
C0681,79,6,3094.5256,1,4,4,9,Fidèles,Email,1,1060.8396
C0683,170,1,27.8784,1,1,1,3,À réactiver,Influenceur,0,-15.4756
C0684,107,4,239.0412,1,3,2,6,Occasionnels,Instagram Ads,1,6.067199999999998
C0685,75,2,36.7212,2,2,1,5,À réactiver,Google Ads,1,-10.082799999999995
C0687,164,1,249.9648,1,1,2,4,À réactiver,Email,0,85.7228
C0688,28,2,286.356,3,2,2,7,Occasionnels,Google Ads,1,47.366000000000035
C0689,137,1,74.86200000000001,1,1,1,3,À réactiver,Email,0,16.894000000000005
C0690,120,1,77.1309,1,1,1,3,À réactiver,Email,0,26.644900000000003
C0691,70,1,95.2314,2,1,1,4,À réactiver,Influenceur,0,17.745399999999993
C0692,4,2,110.9205,4,2,1,7,Occasionnels,Google Ads,1,-9.35949999999999
C0693,134,2,217.84319999999997,1,2,2,5,À réactiver,Instagram Ads,1,47.59519999999999
C0694,17,4,2003.1005999999998,3,3,4,10,VIP,Instagram Ads,1,559.9285999999998
C0695,19,2,1228.4699999999998,3,2,3,8,Fidèles,Influenceur,1,419.7399999999999
C0697,132,3,232.75560000000002,1,3,2,6,Occasionnels,Email,1,47.32360000000001
C0698,166,2,1237.8329999999999,1,2,3,6,À réactiver,Instagram Ads,1,414.91299999999995
C0699,40,3,224.54389999999998,2,3,2,7,Occasionnels,Instagram Ads,1,57.2879
C0700,51,4,1079.743,2,3,3,8,Fidèles,Email,1,282.241
C0701,130,3,132.8168,1,3,1,5,Occasionnels,Google Ads,1,13.884800000000006
C0704,93,2,736.9949999999999,1,2,3,6,À réactiver,Instagram Ads,1,237.44899999999996
C0705,1,2,453.6306,4,2,2,8,Fidèles,Instagram Ads,1,114.93260000000001
C0706,37,1,26.28,2,1,1,4,À réactiver,Instagram Ads,0,-8.95
C0707,167,1,282.3282,1,1,2,4,À réactiver,Google Ads,0,100.53019999999998
C0708,30,1,18.564,3,1,1,5,Occasionnels,Instagram Ads,0,-16.36
C0709,32,2,158.7516,3,2,2,7,Occasionnels,Instagram Ads,1,19.6576
C0710,84,1,37.496,1,1,1,3,À réactiver,Influenceur,0,-14.365999999999996
C0711,1,4,399.9707,4,3,2,9,Fidèles,Instagram Ads,1,41.454700000000045
C0713,22,1,48.6122,3,1,1,5,Occasionnels,Instagram Ads,0,-3.9298
C0714,11,4,540.9469,4,3,2,9,Fidèles,Instagram Ads,1,95.3229
C0715,8,3,598.6993,4,3,2,9,Fidèles,Instagram Ads,1,141.74530000000004
C0716,3,2,210.0668,4,2,2,8,Fidèles,Google Ads,1,56.22280000000001
C0718,47,4,919.1522,2,3,3,8,Fidèles,Instagram Ads,1,256.3102
C0719,110,3,223.0647,1,3,2,6,Occasionnels,Email,1,19.37470000000002
C0720,77,2,2490.4919999999997,2,2,4,8,Fidèles,Instagram Ads,1,758.068
C0721,93,1,5.893,1,1,1,3,À réactiver,Instagram Ads,0,-19.037000000000003
C0722,101,2,509.5191,1,2,2,5,À réactiver,Email,1,152.8571
